id,cnt
12265,33
5896,3
14578,274
4368,245
2801,238
14801,317
15430,8
11727,458
5298,358
13795,177
4274,140
7112,36
1349,56
16562,350
15273,279
12538,259
15556,737
9575,129
4549,113
1558,44
6917,298
14038,9
13804,668
5003,382
7216,92
15650,131
9700,3
1235,88
1767,13
15070,14
4030,425
12572,34
16888,154
15011,750
13952,277
8510,19
4697,152
15734,786
1398,72
15351,341
497,54
6760,17
2529,64
16028,244
10615,380
1752,204
12965,300
6552,219
14738,211
11637,107
6422,3
8408,54
12427,123
5340,222
9687,140
730,182
7410,436
5008,150
11844,564
3530,61
7480,23
3229,130
6814,377
2240,1
16281,9
17090,241
162,25
4484,363
2927,190
15609,310
16108,233
10862,729
3620,344
14352,16
6829,7
8099,12
1905,2
12704,168
13243,103
6987,340
14285,412
5833,308
15590,838
3657,112
16353,5
15710,413
10530,330
3756,213
15928,680
1409,23
7660,145
5598,11
2233,108
6803,107
9833,253
5470,291
3776,16
2100,55
12041,241
10503,541
8188,241
8075,4
17172,9
2227,160
5060,425
5332,10
335,59
7383,28
8309,106
1792,37
14474,108
11205,11
39,74
8441,182
8790,62
7252,433
13516,153
5546,80
12993,428
6972,50
5990,2
2156,189
16157,193
10540,100
14311,281
13036,568
3666,165
6679,225
6235,415
14361,541
2795,59
3493,269
3251,517
13543,198
16404,29
652,59
1594,53
12346,678
16091,10
616,58
12250,252
10140,339
12452,77
5786,257
4129,187
6425,98
7501,7
1649,28
3540,207
8522,65
2615,183
2849,158
11343,35
12051,324
2081,110
10932,269
8263,124
17217,3
13633,37
10022,158
11667,36
9068,346
6092,210
4973,67
17276,174
12408,10
14965,976
1072,179
17049,5
7872,65
3970,71
3926,181
16181,134
9879,160
8425,256
14466,291
12731,259
16243,240
14709,18
9155,32
16884,118
3081,82
15171,73
2736,194
9232,212
16706,300
9258,164
2695,6
14338,482
9290,86
3842,89
16563,232
1703,100
7557,60
5110,372
9380,559
5773,98
